,avgExp,avglHC,avgHC1,avgHC2,avgHC3,avgHCx,pctExp,pctlHC,pctHC1,pctHC2,pctHC3,pctHCx
tmem214,0.0277154762882934,0.0774647887323944,0.0103092783505155,0.0317919075144509,0,0.0190114068441065,2.77154762882934,7.74647887323944,1.03092783505155,3.17919075144509,0,1.90114068441065
mapre3b,0.157227879068217,0.225352112676056,0.144329896907217,0.11271676300578,0.145945945945946,0.157794676806084,14.2829409383171,19.0140845070423,13.4020618556701,10.1156069364162,14.0540540540541,14.828897338403
dpysl5b,0.0708280438997504,0.274647887323944,0,0.0404624277456647,0.0162162162162162,0.0228136882129278,5.21379566079388,18.3098591549296,0,4.04624277456647,1.62162162162162,2.09125475285171
sobpb,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-152c2.3,0.242057042236137,0.0492957746478873,0.309278350515464,0.297687861271677,0.227027027027027,0.326996197718631,18.0777352073871,4.22535211267606,24.7422680412371,21.8208092485549,16.2162162162162,23.384030418251
aim1b,0.000669245477922592,0,0,0.00144508670520231,0,0.00190114068441065,0.0669245477922592,0,0,0.144508670520231,0,0.190114068441065
bx649468.1,0,0,0,0,0,0,0,0,0,0,0,0
mtpn,0.486750698009875,0.345070422535211,0.670103092783505,0.393063583815031,0.502702702702703,0.522813688212928,36.4313766398001,28.169014084507,45.360824742268,30.9248554913295,38.9189189189189,38.7832699619772
ripply2,0,0,0,0,0,0,0,0,0,0,0,0
sim1b,0.00216216216216216,0,0,0,0.0108108108108108,0,0.216216216216216,0,0,0,1.08108108108108,0
xrcc6bp1,0.0351044459206365,0.0563380281690141,0.0515463917525773,0.0158959537572254,0.027027027027027,0.0247148288973384,3.261491413533,4.92957746478873,5.15463917525773,1.58959537572254,2.16216216216216,2.47148288973384
rpap3,0.0273286412136816,0.028169014084507,0.0103092783505155,0.0289017341040462,0.0540540540540541,0.0152091254752852,2.73286412136816,2.8169014084507,1.03092783505155,2.89017341040462,5.40540540540541,1.52091254752852
naga,0.0137879488148066,0.0211267605633803,0.0103092783505155,0.00578034682080925,0.0108108108108108,0.0209125475285171,1.37879488148066,2.11267605633803,1.03092783505155,0.578034682080925,1.08108108108108,2.09125475285171
fq378018.1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-117i20.2,0.00522611702656211,0.00704225352112676,0,0.00578034682080925,0,0.0133079847908745,0.522611702656211,0.704225352112676,0,0.578034682080925,0,1.33079847908745
chrm2a,0.0023121387283237,0,0,0.0115606936416185,0,0,0.23121387283237,0,0,1.15606936416185,0,0
ptn,1.41202097528937,1.59154929577465,0.742268041237113,1.08381502890174,2.96756756756757,0.674904942965779,55.0865345560858,51.4084507042254,46.3917525773196,53.757225433526,77.2972972972973,46.5779467680608
phlda1,0.00319712954533283,0.0140845070422535,0,0,0,0.00190114068441065,0.319712954533283,1.40845070422535,0,0,0,0.190114068441065
nap1l1,0.346495852510234,0.528169014084507,0.278350515463917,0.29335260115607,0.318918918918919,0.313688212927756,28.1064840976477,39.4366197183099,22.680412371134,24.4219653179191,27.5675675675676,26.425855513308
bicd1 (1 of many),0.0028169014084507,0.0140845070422535,0,0,0,0,0.28169014084507,1.40845070422535,0,0,0,0
trim35-14,0.000289017341040462,0,0,0.00144508670520231,0,0,0.0289017341040462,0,0,0.144508670520231,0,0
